collected_at,vehicle_id,trip_id,route_id,latitude,longitude,timestamp,current_stop_sequence
2026-06-30T21:04:02.966998+00:00,2172,32326822,124,53.5766487121582,-113.54422760009766,1782853419,56
2026-06-30T21:04:02.966998+00:00,2177,32325736,708,53.484500885009766,-113.5162582397461,1782853398,1
2026-06-30T21:04:02.966998+00:00,2189,32324925,901,53.55112075805664,-113.47350311279297,1782853423,1
2026-06-30T21:04:02.966998+00:00,2190,32328188,009,53.505001068115234,-113.51209259033203,1782853413,50
2026-06-30T21:04:02.966998+00:00,2196,32329261,103,53.55881881713867,-113.4966812133789,1782853409,26
2026-06-30T21:04:02.966998+00:00,2197,32327677,106,53.59640884399414,-113.54505157470703,1782853412,38
2026-06-30T21:04:02.966998+00:00,2202,32331797,903,53.553470611572266,-113.59043884277344,1782853413,35
2026-06-30T21:04:02.966998+00:00,2203,32330165,109,53.599910736083984,-113.49093627929688,1782853405,1
2026-06-30T21:04:02.966998+00:00,2205,32329062,054,53.598548889160156,-113.6152572631836,1782853419,15
2026-06-30T21:04:02.966998+00:00,2208,32327494,108,53.5806884765625,-113.38922119140625,1782853424,43
2026-06-30T21:04:02.966998+00:00,2209,32327638,107,53.587921142578125,-113.43588256835938,1782853410,1
2026-06-30T21:04:02.966998+00:00,2211,32333598,051,53.60171890258789,-113.51663970947266,1782853422,46
2026-06-30T21:04:02.966998+00:00,2212,32331757,903,53.563148498535156,-113.59039306640625,1782853414,12
2026-06-30T21:04:02.966998+00:00,2215,32384407,119,53.6290283203125,-113.48146057128906,1782853413,26
2026-06-30T21:04:02.966998+00:00,2221,32330691,122,53.62120819091797,-113.49173736572266,1782853421,8
2026-06-30T21:04:02.966998+00:00,2223,32329002,003,53.558998107910156,-113.5022964477539,1782853401,23
2026-06-30T21:04:02.966998+00:00,2224,32374497,117,53.60662841796875,-113.40660858154297,1782853418,12
2026-06-30T21:04:02.966998+00:00,2225,32332891,150X,53.538238525390625,-113.46800231933594,1782853411,1
2026-06-30T21:04:02.966998+00:00,2228,32330164,109,53.628631591796875,-113.54200744628906,1782853411,59
2026-06-30T21:04:02.966998+00:00,2229,32333456,701,53.5123405456543,-113.49810791015625,1782853420,18
2026-06-30T21:04:02.966998+00:00,2231,32328193,009,53.58552932739258,-113.49214935302734,1782853414,14
2026-06-30T21:04:02.966998+00:00,2232,32327846,104,53.57067108154297,-113.41835021972656,1782853413,13
2026-06-30T21:04:02.966998+00:00,2236,32367052,902,53.551368713378906,-113.5118408203125,1782853404,17
2026-06-30T21:04:02.966998+00:00,2238,32327628,107,53.59469985961914,-113.44303131103516,1782853411,47
2026-06-30T21:04:02.966998+00:00,2240,32328930,003,53.561038970947266,-113.47380065917969,1782853424,22
2026-06-30T21:04:02.966998+00:00,2242,32333508,701,53.48283004760742,-113.5090103149414,1782853418,44
2026-06-30T21:04:02.966998+00:00,2244,32327609,107,53.61167907714844,-113.3995590209961,1782853419,10
2026-06-30T21:04:02.966998+00:00,2245,32329001,003,53.5589599609375,-113.5550765991211,1782853419,23
2026-06-30T21:04:02.966998+00:00,2249,32330622,120X,53.58061981201172,-113.49230194091797,1782853419,17
2026-06-30T21:04:02.966998+00:00,2250,32329890,705,53.479698181152344,-113.50443267822266,1782853400,12
2026-06-30T21:04:02.966998+00:00,2251,32332837,516,53.47835922241211,-113.36807250976562,1782853423,1
2026-06-30T21:04:02.966998+00:00,2258,32333511,701,53.55868148803711,-113.50183868408203,1782853410,1
2026-06-30T21:04:02.966998+00:00,2260,32328795,001B,53.54576873779297,-113.49440002441406,1782853413,4
2026-06-30T21:04:02.966998+00:00,2261,32324131,055,53.52486038208008,-113.62000274658203,1782853418,1
2026-06-30T21:04:02.966998+00:00,2262,32334062,004,53.5247917175293,-113.61653900146484,1782853418,24
2026-06-30T21:04:02.966998+00:00,2263,32324977,724,53.50267028808594,-113.5290298461914,1782853396,1
2026-06-30T21:04:02.966998+00:00,2266,32328685,002,53.54225158691406,-113.56574249267578,1782853414,33
2026-06-30T21:04:02.966998+00:00,2268,32326504,507,53.48311996459961,-113.51438903808594,1782853416,57
2026-06-30T21:04:02.966998+00:00,2273,32327033,116,53.58938980102539,-113.38545989990234,1782853405,16
2026-06-30T21:04:02.966998+00:00,2274,32331713,905,53.57046127319336,-113.56584930419922,1782853411,46
2026-06-30T21:04:02.966998+00:00,2281,32327425,108,53.57991027832031,-113.38787078857422,1782853418,20
2026-06-30T21:04:02.966998+00:00,2284,32365534,120X,53.53635025024414,-113.50460052490234,1782853414,1
2026-06-30T21:04:02.966998+00:00,2289,32333558,051,53.57041931152344,-113.5488510131836,1782853416,30
2026-06-30T21:04:02.966998+00:00,2291,32327141,114,53.602638244628906,-113.41162109375,1782853413,1
2026-06-30T21:04:02.966998+00:00,2293,32330360,117,53.614681243896484,-113.49186706542969,1782853414,25
2026-06-30T21:04:02.966998+00:00,2295,32326899,121,53.605140686035156,-113.3961181640625,1782853419,19
2026-06-30T21:04:02.966998+00:00,2298,32333579,051,53.558650970458984,-113.55548095703125,1782853416,18
2026-06-30T21:04:02.966998+00:00,2305,32329236,103,53.55813980102539,-113.50135040283203,1782853419,1
2026-06-30T21:04:02.966998+00:00,2307,32329403,005,53.54154968261719,-113.535888671875,1782853413,38
2026-06-30T21:04:02.966998+00:00,2308,32334041,004,53.51953887939453,-113.61155700683594,1782853418,67
2026-06-30T21:04:02.966998+00:00,2310,32367049,902,53.52301025390625,-113.53118133544922,1782853412,4
2026-06-30T21:04:02.966998+00:00,2312,32333455,701,53.537620544433594,-113.50466918945312,1782853413,20
2026-06-30T21:04:02.966998+00:00,2315,32329329,005,53.56325149536133,-113.54791259765625,1782853414,15
2026-06-30T21:04:02.966998+00:00,2316,32324075,055,53.45412063598633,-113.36575317382812,1782853411,1
2026-06-30T21:04:02.966998+00:00,2317,32325349,715,53.45402145385742,-113.53089141845703,1782853424,21
2026-06-30T21:04:02.966998+00:00,2318,32331471,910X,53.48324966430664,-113.57012176513672,1782853418,1
2026-06-30T21:04:02.966998+00:00,2320,32325252,717,53.45692825317383,-113.515380859375,1782853424,1
2026-06-30T21:04:02.966998+00:00,2397,32326842,124,53.61800003051758,-113.4898910522461,1782853414,1
2026-06-30T21:04:02.966998+00:00,2398,32328094,052,53.57699966430664,-113.55426788330078,1782853407,37
2026-06-30T21:04:02.966998+00:00,2417,32333633,051,53.52457809448242,-113.52555084228516,1782853420,1
2026-06-30T21:04:02.966998+00:00,2422,32332914,140X,53.56145095825195,-113.50968933105469,1782853418,30
2026-06-30T21:04:02.966998+00:00,2426,32329065,054,53.55324935913086,-113.62212371826172,1782853419,30
2026-06-30T21:04:02.966998+00:00,2429,32331613,907,53.52494812011719,-113.62328338623047,1782853424,1
2026-06-30T21:04:02.966998+00:00,2431,32324391,919,53.52788162231445,-113.68888854980469,1782853412,1
2026-06-30T21:04:02.966998+00:00,2432,32333334,926,53.488468170166016,-113.66443634033203,1782853414,52
2026-06-30T21:04:02.966998+00:00,2437,32334030,004,53.518150329589844,-113.51825714111328,1782853424,40
2026-06-30T21:04:02.966998+00:00,2439,32329191,103,53.63134002685547,-113.49712371826172,1782853419,64
2026-06-30T21:04:02.966998+00:00,2444,32333454,701,53.55284881591797,-113.48979949951172,1782853423,41
2026-06-30T21:04:02.966998+00:00,2445,32329405,005,53.5654296875,-113.48725128173828,1782853415,11
2026-06-30T21:04:02.966998+00:00,2449,32334134,729,53.39963912963867,-113.57913208007812,1782853417,1
2026-06-30T21:04:02.966998+00:00,2452,32324522,917,53.52096176147461,-113.62712860107422,1782853421,46
2026-06-30T21:04:02.966998+00:00,2453,32329193,103,53.58744812011719,-113.5087890625,1782853419,26
2026-06-30T21:04:02.966998+00:00,2456,32326767,124,53.6227912902832,-113.51844787597656,1782853403,13
2026-06-30T21:04:02.966998+00:00,2458,32334043,004,53.51897048950195,-113.52558898925781,1782853410,43
2026-06-30T21:04:02.966998+00:00,2459,32328410,007,53.53166961669922,-113.6083984375,1782853422,14
2026-06-30T21:04:02.966998+00:00,2462,32332890,150X,53.558868408203125,-113.49182891845703,1782853405,29
2026-06-30T21:04:02.966998+00:00,2464,32331060,922,53.5278205871582,-113.68669128417969,1782853413,16
2026-06-30T21:04:02.966998+00:00,2467,32324655,915,53.524681091308594,-113.62944030761719,1782853412,23
2026-06-30T21:04:02.966998+00:00,2468,32331449,912,53.54433822631836,-113.6158676147461,1782853417,16
2026-06-30T21:04:02.966998+00:00,2469,32328409,007,53.54785919189453,-113.5213623046875,1782853410,27
2026-06-30T21:04:02.966998+00:00,2470,32328096,052,53.51959991455078,-113.60881805419922,1782853419,16
2026-06-30T21:04:02.966998+00:00,2472,32365533,120X,53.55046844482422,-113.4888687133789,1782853423,18
2026-06-30T21:04:02.966998+00:00,2476,32367099,902,53.551448822021484,-113.5193099975586,1782853412,15
2026-06-30T21:04:02.966998+00:00,2477,32333457,701,53.48577117919922,-113.51629638671875,1782853414,1
2026-06-30T21:04:02.966998+00:00,2478,32330471,118,53.618289947509766,-113.48977661132812,1782853417,52
2026-06-30T21:04:02.966998+00:00,2482,32325007,721,53.40559005737305,-113.5357437133789,1782853421,16
2026-06-30T21:04:02.966998+00:00,2484,32332370,702,53.503379821777344,-113.52873992919922,1782853424,1
2026-06-30T21:04:02.966998+00:00,2486,32328689,002,53.559688568115234,-113.4702377319336,1782853413,1
2026-06-30T21:04:02.966998+00:00,2487,32334065,004,53.46549987792969,-113.6270523071289,1782853419,1
2026-06-30T21:04:02.966998+00:00,2488,32329711,722,53.45716094970703,-113.51541137695312,1782853419,1
2026-06-30T21:04:02.966998+00:00,2492,32325668,708,53.456478118896484,-113.5268325805664,1782853411,12
2026-06-30T21:04:02.966998+00:00,2493,32332511,700X,53.457828521728516,-113.515380859375,1782853404,1
2026-06-30T21:04:02.966998+00:00,2495,32332122,716,53.4368782043457,-113.60653686523438,1782853420,25
2026-06-30T21:04:02.966998+00:00,2496,32332604,523,53.468780517578125,-113.48596954345703,1782853419,41
2026-06-30T21:04:02.966998+00:00,2497,32326256,517,53.4546012878418,-113.42034912109375,1782853405,8
2026-06-30T21:04:02.966998+00:00,2499,32326151,518,53.457298278808594,-113.42955780029297,1782853226,1
2026-06-30T21:04:02.966998+00:00,2503,32328315,009,53.48601150512695,-113.5164566040039,1782853398,1
2026-06-30T21:04:02.966998+00:00,2508,32324765,904,53.56100845336914,-113.55557250976562,1782853416,1
2026-06-30T21:04:02.966998+00:00,2515,32331349,913,53.48630142211914,-113.64659881591797,1782853421,35
2026-06-30T21:04:02.966998+00:00,2517,32329988,102,53.57788848876953,-113.41840362548828,1782853424,47
2026-06-30T21:04:02.966998+00:00,2518,32327880,104,53.571720123291016,-113.41844940185547,1782853419,27
2026-06-30T21:04:02.966998+00:00,2520,32331728,905,53.59938049316406,-113.5344467163086,1782853412,44
2026-06-30T21:04:02.966998+00:00,2521,32359824,124,53.576698303222656,-113.54164123535156,1782853419,18
2026-06-30T21:04:02.966998+00:00,2522,32334042,004,53.503238677978516,-113.5560302734375,1782853420,67
2026-06-30T21:04:02.966998+00:00,2523,32324923,901,53.55146026611328,-113.51686096191406,1782853423,17
2026-06-30T21:04:02.966998+00:00,2526,32328931,003,53.5588493347168,-113.5322494506836,1782853422,14
2026-06-30T21:04:02.966998+00:00,2527,32324100,055,53.524871826171875,-113.62252807617188,1782853422,24
2026-06-30T21:04:02.966998+00:00,2531,32331544,909,53.56072998046875,-113.55586242675781,1782853424,1
2026-06-30T21:04:02.966998+00:00,2533,32324589,916,53.52492141723633,-113.62091827392578,1782853405,1
2026-06-30T21:04:02.966998+00:00,2534,32324656,915,53.52492141723633,-113.62029266357422,1782853421,1
2026-06-30T21:04:02.966998+00:00,2539,32329332,005,53.54090881347656,-113.51053619384766,1782853424,25
2026-06-30T21:04:02.966998+00:00,2543,32332662,523,53.54481887817383,-113.49234771728516,1782853403,1
2026-06-30T21:04:02.966998+00:00,2545,32324182,527,53.457069396972656,-113.43061828613281,1782853407,1
2026-06-30T21:04:02.966998+00:00,2547,32329331,005,53.54821014404297,-113.48037719726562,1782853398,30
2026-06-30T21:04:02.966998+00:00,2548,32332605,523,53.45903015136719,-113.42877197265625,1782853424,20
2026-06-30T21:04:02.966998+00:00,2549,32328308,009,53.5744514465332,-113.49214172363281,1782853417,23
2026-06-30T21:04:02.966998+00:00,2643,32330837,502,53.49985122680664,-113.48198699951172,1782853418,11
2026-06-30T21:04:02.966998+00:00,2648,32327862,104,53.601539611816406,-113.4106674194336,1782853407,1
2026-06-30T21:04:02.966998+00:00,2650,32327111,114,53.57040023803711,-113.46141052246094,1782853411,36
2026-06-30T21:04:02.966998+00:00,2651,32329989,102,53.576629638671875,-113.48613739013672,1782853420,19
2026-06-30T21:04:02.966998+00:00,2653,32327927,056,53.47618865966797,-113.3688735961914,1782853423,18
2026-06-30T21:04:02.966998+00:00,2655,32332659,523,53.467010498046875,-113.47943115234375,1782853413,54
2026-06-30T21:04:02.966998+00:00,2657,32325998,521,53.41315841674805,-113.47299194335938,1782853421,17
2026-06-30T21:04:02.966998+00:00,2660,32333186,500X,53.53327941894531,-113.48287963867188,1782853424,5
2026-06-30T21:04:02.966998+00:00,2662,32332814,516,53.488338470458984,-113.45439147949219,1782853418,1
2026-06-30T21:04:02.966998+00:00,2667,32325901,703,53.47013854980469,-113.58889770507812,1782853410,28
2026-06-30T21:04:02.966998+00:00,2668,32329704,722,53.43899917602539,-113.51805877685547,1782853410,12
2026-06-30T21:04:02.966998+00:00,2673,32329573,006,53.493778228759766,-113.45831298828125,1782853422,4
2026-06-30T21:04:02.966998+00:00,2677,32326101,519,53.41450119018555,-113.44302368164062,1782853416,36
2026-06-30T21:04:02.966998+00:00,2681,32326518,507,53.48807144165039,-113.49636840820312,1782853419,25
2026-06-30T21:04:02.966998+00:00,2682,32330253,513,53.44221115112305,-113.44841766357422,1782853416,23
2026-06-30T21:04:02.966998+00:00,2684,32328309,009,53.573089599609375,-113.49215698242188,1782853424,44
2026-06-30T21:04:02.966998+00:00,2688,32325773,707,53.45615005493164,-113.51644897460938,1782853410,12
2026-06-30T21:04:02.966998+00:00,2691,32327926,056,53.45555877685547,-113.41020202636719,1782853412,18
2026-06-30T21:04:02.966998+00:00,2694,32333185,500X,53.51810073852539,-113.44242095947266,1782853401,11
2026-06-30T21:04:02.966998+00:00,2695,32329911,053,53.538631439208984,-113.42328643798828,1782853415,26
2026-06-30T21:04:02.966998+00:00,2696,32329628,006,53.48857116699219,-113.46736145019531,1782853423,1
2026-06-30T21:04:02.966998+00:00,2699,32326451,509,53.445640563964844,-113.43118286132812,1782853421,14
2026-06-30T21:04:02.966998+00:00,2700,32328836,001A,53.549400329589844,-113.4403076171875,1782853424,15
2026-06-30T21:04:02.966998+00:00,2701,32333188,500X,53.52463150024414,-113.50527954101562,1782853423,1
2026-06-30T21:04:02.966998+00:00,2702,32333277,508,53.45735168457031,-113.42817687988281,1782853423,1
2026-06-30T21:04:02.966998+00:00,2705,32326483,509,53.45724105834961,-113.42842864990234,1782853409,1
2026-06-30T21:04:02.966998+00:00,2707,32328311,009,53.540191650390625,-113.49376678466797,1782853409,22
2026-06-30T21:04:02.966998+00:00,2709,32328313,009,53.51261901855469,-113.51194763183594,1782853401,15
2026-06-30T21:04:02.966998+00:00,2711,32332765,516,53.46207046508789,-113.36862182617188,1782853396,30
2026-06-30T21:04:02.966998+00:00,2713,32326350,515,53.46240997314453,-113.3987808227539,1782853411,20
2026-06-30T21:04:02.966998+00:00,2715,32326517,507,53.47874069213867,-113.36847686767578,1782853417,50
2026-06-30T21:04:02.966998+00:00,2719,32328461,007,53.55104064941406,-113.56864929199219,1782853399,23
2026-06-30T21:04:02.966998+00:00,2722,32334059,004,53.524749755859375,-113.52152252197266,1782853402,37
2026-06-30T21:04:02.966998+00:00,2724,32331824,903,53.56024932861328,-113.50737762451172,1782853420,33
2026-06-30T21:04:02.966998+00:00,2726,32327756,106,53.59206008911133,-113.49220275878906,1782853411,22
2026-06-30T21:04:02.966998+00:00,2727,32327034,116,53.58641052246094,-113.43971252441406,1782853424,1
2026-06-30T21:04:02.966998+00:00,2728,32329943,053,53.57048034667969,-113.453369140625,1782853416,37
2026-06-30T21:04:02.966998+00:00,2739,32326102,519,53.457801818847656,-113.51587677001953,1782853407,1
2026-06-30T21:04:02.966998+00:00,2744,32326055,519,53.446380615234375,-113.4903564453125,1782853416,44
2026-06-30T21:04:02.966998+00:00,2746,32330825,502,53.499969482421875,-113.4446792602539,1782853408,1
2026-06-30T21:04:02.966998+00:00,2747,32328607,002,53.50661087036133,-113.65863037109375,1782853422,1
2026-06-30T21:04:02.966998+00:00,2748,32334096,729,53.41754150390625,-113.61895751953125,1782853420,23
2026-06-30T21:04:02.966998+00:00,2749,32325182,718,53.42110824584961,-113.60283660888672,1782853423,26
2026-06-30T21:04:02.966998+00:00,2751,32334063,004,53.52138900756836,-113.64566802978516,1782853419,8
2026-06-30T21:04:02.966998+00:00,2753,32329096,054,53.586021423339844,-113.4405517578125,1782853420,1
2026-06-30T21:04:02.966998+00:00,2754,32327637,107,53.6042594909668,-113.4427490234375,1782853405,9
2026-06-30T21:04:02.966998+00:00,2755,32332927,130X,53.55860900878906,-113.49186706542969,1782853407,19
2026-06-30T21:04:02.966998+00:00,2769,32332239,706,53.45512008666992,-113.57347869873047,1782853412,13
2026-06-30T21:04:02.966998+00:00,2770,32327924,056,53.45505905151367,-113.51629638671875,1782853419,40
2026-06-30T21:04:02.966998+00:00,2832,32332038,719,53.4382209777832,-113.51824188232422,1782853411,39
2026-06-30T21:04:02.966998+00:00,2834,32334061,004,53.5194091796875,-113.58260345458984,1782853422,24
2026-06-30T21:04:02.966998+00:00,2842,32327989,056,53.46754837036133,-113.59454345703125,1782853418,25
2026-06-30T21:04:02.966998+00:00,2843,32326505,507,53.47753143310547,-113.40869903564453,1782853414,35
2026-06-30T21:04:02.966998+00:00,2845,32327988,056,53.456180572509766,-113.51602172851562,1782853407,33
2026-06-30T21:04:02.966998+00:00,2851,32334036,004,53.518001556396484,-113.45738983154297,1782853422,56
2026-06-30T21:04:02.966998+00:00,2853,32328194,009,53.60708999633789,-113.49199676513672,1782853422,4
2026-06-30T21:04:02.966998+00:00,2858,32331714,905,53.59954833984375,-113.55309295654297,1782853417,22
2026-06-30T21:04:02.966998+00:00,2860,32328603,002,53.54104995727539,-113.50324249267578,1782853424,46
2026-06-30T21:04:02.966998+00:00,2865,32328312,009,53.535701751708984,-113.4892807006836,1782853416,1
2026-06-30T21:04:02.966998+00:00,2867,32329944,053,53.45743942260742,-113.42842102050781,1782853421,1
2026-06-30T21:04:02.966998+00:00,2870,32325398,713,53.45473098754883,-113.51611328125,1782853420,6
2026-06-30T21:04:02.966998+00:00,2872,32334136,729,53.420799255371094,-113.62152099609375,1782853412,19
2026-06-30T21:04:02.966998+00:00,2875,32397136,707,53.48508834838867,-113.51602172851562,1782853416,1
2026-06-30T21:04:02.966998+00:00,2879,32330856,930X,53.49361038208008,-113.51641082763672,1782853410,1
2026-06-30T21:04:02.966998+00:00,2880,32326017,521,53.43416976928711,-113.5373764038086,1782853413,1
2026-06-30T21:04:02.966998+00:00,2881,32326229,518,53.4481086730957,-113.48542785644531,1782853417,18
2026-06-30T21:04:02.966998+00:00,2888,32327925,056,53.452980041503906,-113.47868347167969,1782853416,31
2026-06-30T21:04:02.966998+00:00,2890,32328688,002,53.55419158935547,-113.47215270996094,1782853424,12
2026-06-30T21:04:02.966998+00:00,2891,32325311,715,53.4446907043457,-113.58055877685547,1782853417,18
2026-06-30T21:04:02.966998+00:00,2895,32327990,056,53.5194091796875,-113.60936737060547,1782853421,3
2026-06-30T21:04:02.966998+00:00,2898,32329806,722,53.44697952270508,-113.51612091064453,1782853412,12
2026-06-30T21:04:02.966998+00:00,2899,32327991,056,53.52479934692383,-113.61631774902344,1782853420,11
2026-06-30T21:04:02.966998+00:00,2900,32324965,724,53.45917892456055,-113.5813980102539,1782853414,24
2026-06-30T21:04:02.966998+00:00,2901,32333697,031,53.522708892822266,-113.52564239501953,1782853423,1
2026-06-30T21:04:02.966998+00:00,2905,32325144,718,53.443748474121094,-113.6020736694336,1782853413,20
2026-06-30T21:04:02.966998+00:00,2906,32333645,031,53.468849182128906,-113.58039093017578,1782853411,6
2026-06-30T21:04:02.966998+00:00,2907,32360638,712,53.434261322021484,-113.52394104003906,1782853422,1
2026-06-30T21:04:02.966998+00:00,2911,32327219,113,53.60628890991211,-113.45079803466797,1782853415,17
2026-06-30T21:04:02.966998+00:00,2919,32329966,053,53.47412872314453,-113.44988250732422,1782853424,1
2026-06-30T21:04:02.966998+00:00,2924,32324688,915,53.53178024291992,-113.6170883178711,1782853409,25
2026-06-30T21:04:02.966998+00:00,2926,32327986,056,53.45404815673828,-113.37699890136719,1782853414,67
2026-06-30T21:04:02.966998+00:00,2927,32328050,052,53.599578857421875,-113.554443359375,1782853406,21
2026-06-30T21:04:02.966998+00:00,2928,32328756,001A,53.53953170776367,-113.49456787109375,1782853404,1
2026-06-30T21:04:02.966998+00:00,2932,32330944,923,53.49663162231445,-113.62802124023438,1782853415,25
2026-06-30T21:04:02.966998+00:00,2933,32330287,112,53.63975143432617,-113.51042175292969,1782853412,30
2026-06-30T21:04:02.966998+00:00,2934,32326622,506,53.478981018066406,-113.3679428100586,1782853420,31
2026-06-30T21:04:02.966998+00:00,2938,32326056,519,53.45716857910156,-113.43123626708984,1782853424,1
2026-06-30T21:04:02.966998+00:00,2943,32324124,055,53.492698669433594,-113.57251739501953,1782853413,10
2026-06-30T21:04:02.966998+00:00,2944,32326494,509,53.457149505615234,-113.42884063720703,1782853408,1
2026-06-30T21:04:02.966998+00:00,2945,32326294,515,53.465370178222656,-113.3687973022461,1782853421,29
2026-06-30T21:04:02.966998+00:00,2947,32328796,001B,53.51124954223633,-113.48605346679688,1782853411,1
2026-06-30T21:04:02.966998+00:00,2950,32331854,900X,53.5512809753418,-113.5984878540039,1782853416,10
2026-06-30T21:04:02.966998+00:00,2955,32333885,008,53.57033920288086,-113.40547943115234,1782853415,63
2026-06-30T21:04:02.966998+00:00,2959,32333770,008,53.57038879394531,-113.39977264404297,1782853413,5
2026-06-30T21:04:02.966998+00:00,2960,32331879,900X,53.54098892211914,-113.53011322021484,1782853418,14
2026-06-30T21:04:02.966998+00:00,2961,32333766,008,53.518619537353516,-113.48616790771484,1782853421,63
2026-06-30T21:04:02.966998+00:00,2962,32328196,009,53.61793899536133,-113.49047088623047,1782853415,1
2026-06-30T21:04:02.966998+00:00,2965,32327386,110X,53.625240325927734,-113.58524322509766,1782853414,1
2026-06-30T21:04:02.966998+00:00,2966,32392489,110X,53.56623840332031,-113.50335693359375,1782853413,13
2026-06-30T21:04:02.966998+00:00,2994,32329149,127,53.616920471191406,-113.53923797607422,1782853405,44
2026-06-30T21:04:02.966998+00:00,2996,32333545,111,53.55897903442383,-113.50373840332031,1782853404,63
2026-06-30T21:04:02.966998+00:00,3000,32331416,912,53.523460388183594,-113.66522979736328,1782853416,1
2026-06-30T21:04:02.966998+00:00,3001,32333546,111,53.56121063232422,-113.44783020019531,1782853413,1
2026-06-30T21:04:02.966998+00:00,3005,32333539,111,53.558780670166016,-113.52542877197266,1782853415,23
2026-06-30T21:04:02.966998+00:00,3010,32331111,921,53.54280090332031,-113.6881332397461,1782853421,16
2026-06-30T21:04:02.966998+00:00,3031,32333018,514,53.45708084106445,-113.43020629882812,1782853400,1
2026-06-30T21:04:02.966998+00:00,3040,32332272,704,53.48093032836914,-113.50428771972656,1782853413,12
2026-06-30T21:04:02.966998+00:00,3044,32334083,004,53.5252799987793,-113.43681335449219,1782853422,17
2026-06-30T21:04:02.966998+00:00,3016,32333228,128,53.60184860229492,-113.4576187133789,1782853419,13
2026-06-30T21:04:02.966998+00:00,3042,32326728,501,53.53559875488281,-113.418701171875,1782853410,14
2026-06-30T21:04:02.966998+00:00,3043,32324854,901,53.551368713378906,-113.50927734375,1782853423,31
2026-06-30T21:04:02.966998+00:00,3048,32331561,909,53.546268463134766,-113.60260772705078,1782853402,8
2026-06-30T21:04:02.966998+00:00,3052,32328095,052,53.5196418762207,-113.61477661132812,1782853419,16
2026-06-30T21:04:02.966998+00:00,3058,32324523,917,53.5152587890625,-113.6789779663086,1782853422,22
2026-06-30T21:04:02.966998+00:00,3070,32332200,706,53.484981536865234,-113.51599884033203,1782853397,1
2026-06-30T21:04:02.966998+00:00,3072,32331990,719,53.443660736083984,-113.51737213134766,1782853421,19
2026-06-30T21:04:02.966998+00:00,3078,32326018,521,53.4323616027832,-113.41806030273438,1782853423,14
2026-06-30T21:04:02.966998+00:00,3081,32330721,727,53.4257698059082,-113.54505157470703,1782853423,1
2026-06-30T21:04:02.966998+00:00,3084,32333408,723,53.51029968261719,-113.5119400024414,1782853419,17
2026-06-30T21:04:02.966998+00:00,3085,32325224,717,53.445960998535156,-113.61750030517578,1782853421,12
